nombre,direccion,codigo postal,pais,telefono,actividades
CORPORACION BELEN GRAF EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA.,Pj.28 De Julio Nor.71 Carretera Central Alt. Volvo,15001 Lima,Peru,+51 1 5785671,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NEMRU S.R.L,Jr.S. Fernando Nor.604 Altura Cdra.16 Av.Angamos Este,15001 Lima,Peru,+51 1 5831114,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PUBLIGRAF CUMI E.I.R.L,Cl. Rivadavia Nor.Mz-G Alt. Del Mercado Ceres- Ate Vitarte,15001 Lima,Peru,+51 1 3511858,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MEGAPRINT PERU S.A.C,Pj.Quilla Nor.1820 Alt. Cdra.8 Y 9 Av Canevaro,15001 Lima,Peru,+51 1 4718537,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
VERANA S.A.C,Cl. M Pumacahua Nor.270 Alt. Cdra. 10 Av. Ejercito,15001 Lima,Peru,+51 1 7153762,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DISERMIL S.C.R.L,Cl. Paseo Cahuide Nor.2811 Espalda Clinica Javier Prado,15001 Lima,Peru,+51 1 4244610,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GLOBALPLAST SAC,Av.Huarochiri Nro 191,15001 Lima,Peru,+51 1 7196883,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
CARTONERIA Y ENVASES PIURA S.A.C,Jr.Rio Paucartambo Nor.5314 Alt Cdra. 52 De Av Las Palmeras,15001 Lima,Peru,+51 1 5210829,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
HIPER DEPORTE S.A.C.,Jr.Independencia 452,15001 Lima,Peru,+51 1 4406011,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
REPRESENTACIONES SORELLI S.A,Av. Av.Emilio Cavenecia Nor.225,15001 Lima,Peru,+51 1 4462367,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
STYLO & MODA S.A.C,Jr.Prolongacion Gamarra Nor.860,15001 Lima,Peru,+51 1 3235927,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
BIG TEXTILES S.A,Av. Mariscal Eloy Ureta Nor.429 Alt Cdra. 18 Av Circunvalacion,15001 Lima,Peru,+51 1 326-7600,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
GRAFICA LUCERO S.A.C.,Jr.Huaraz Nro 333,15001 Lima,Peru,+51 1 4244701,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
M & G EDITORES S.A.C,Jr.Cailloma Nor.660,15001 Lima,Peru,+51 1 4289172,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CODIPLAS S.A,Av. Central Campo Sol Nor. Paradero Portillo,15001 Lima,Peru,+51 1 3261601,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CONTROLES DE FLUIDOS Y AISLAMIENTOS TERMICOS S.A,Jr.Enrique Palacios Nor. Alt De La Av Faraday Con Via Evitamiento,15001 Lima,Peru,+51 1 4451332,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
CONVERSIONES CARBAT E.I.R.L,Cl. Los Tucanes Nor.128,15001 Lima,Peru,+51 1 4429878,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
SUSANA MODA FEMENINA E.I.R.L,Av.La Fontana Nro 440 Int. 1003,15001 La Molina,Peru,+51 1 4581682,Cintas textiles y lazos/Cintas y lazos/
CORPORACION GRAFICA PERU COLOR S.A.C,Jr.Pluton Nor.313 Alt. Paradero 22 De Las Flores,15001 Lima,Peru,+51 1 4710552,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CALZADO MAZZARRI S.A.C,Jr.Lima Nor.117 Esp De Esplanada 2Do Piso,15001 Lima,Peru,+51 1 4354065,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
GRABADOS FRANK TITO S.R.L.,Pj. Las Vegas Nro 132B Alt. Del Colegio Sarmiento Lima,15001 Lima,Peru,+51 1 7606465,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GOLD LINE S.A.C,Cl. Pablo Bermudez Nor.150 Edif.Tiffany'S Alt.Cdra.7 Av.Arequipa,15001 Lima,Peru,+51 1 3326033,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTIL DOMY S.C.R.L,Pj.Antonio Bazo Nor.142 Entre Cuad. 10 De Jr.Gamarra Y Jr.An,15001 Lima,Peru,+51 1 4730014,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
IMPORT & EXPORT MAJA E.I.R.L,Jr.Ayacucho Nor.1032 Galeria El Mundo De Las Sandalias,15001 Lima,Peru,+51 1 4268742,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
SISTEMAS CONTINUOS S.A.C,Cl. Ancasmayo Nor.104 Fte Al Grifo Tupac Amaru,15001 Lima,Peru,+51 1 5267811,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SERVICIOS GENERALES MULTIPLES YAMSA E.I.R.L,Prolg. Miguel Iglesias Nor. Pasando El Pdero 14 A 2 Cdras.,15001 Lima,Peru,+51 1 2771427,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
FIBRAFIL S.A.,Carretera Antigua Panamericana Sur Km. 34.5 Lurín,15001 Lima,Peru,+51 1 2032400,Tejidos de fibras químicas: (Productor) Tejidos de polietileno
POLANCLOTH E.I.R.L,Jr.Antonio Bazo Nor.912 4To Piso,15001 Lima,Peru,+51 1 3427715,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALPACOTTON EXPORT CORPORATION S.A,Cl. Carlos Gonzales Nor.267 Alt De Edelnor,15001 Lima,Peru,+51 1 6274168,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PLUS INVESTMENT S.A.C. - INPLUS S.A.C,Av. Militar Nor.2450 Piso 4 Alt. 24 Av Arequipa,15001 Lima,Peru,+51 1 2216976,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES Y NEGOCIOS SILVA S. A. C.,Pj. Ismael Pozo Nro 180 C.R. Torres De San Borja Altura Del Museo De La Nacion,15001 San Borja,Peru,+51 1 2246319,Cintas textiles y lazos/Cintas y lazos/
TEXTIL SAS S.A.C,Cl. Antonio Polo Nor.772 Costado Museo De Arq. Y Antrop. Pueb. Li,15001 Lima,Peru,+51 1 4622784,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
FLEXACOPER S.A,Av. Bausate Y Meza Nor.840 Entre La Av. Abtao Y Calle Mendoza,15001 Lima,Peru,+51 1 757372,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
GRAFICA INDUSTRIAL J & G S.A.C,Jr.Huarocondor Nor.426 Curva Chabuca,15001 Lima,Peru,+51 1 4243434,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CORPORACION DE SERVICIOS GRAFICOS S.A.C,Prolongacion Huanuco Nor.2130,15001 Lima,Peru,+51 1 3256849,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IRU S.A.C,Jr.Sebastian Barranca Nor.1556,15001 Lima,Peru,+51 1 4730583,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTILES BARU S.A.C,Jr.Kotosh Nro 1069,15001 Lima,Peru,+51 1 4582765,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
CONFECCIONES QUENGAR S.A.C.,Jr.Ayacucho Nro 130 Int. 210,15001 Lima,Peru,+51 1 4265514,Cintas textiles y lazos/Cintas y lazos/
FABRICA DE ATAUDES Y SERVICIOS FUNERARIOS LUCYANA S.C.R.L.,Av.Cesar Vallejo Nro 489 Urb. Lucyana Cruce Av Universitaria Con Av Cesar Vall,15001 Lima,Peru,+51 1 5432036,"Tules y velos: (Productor) Géneros para velos de fibras naturales(Productor) Géneros para velos de fibras químicasTules y velos, según uso: (Productor) Velos ya confeccionados"
EVELYN BLACK E.I.R.L,Cl. 2 Nor.403 A 2 Cdras.. Avs. Blvd Y Las Artes,15001 Lima,Peru,+51 1 4357417,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
INVERSIONES MARANNI SOCIEDAD ANONIMA CERRADA - INVERSIONES MARANNI S.A.C.,Cl. Santiago De Compostella Nro 157 Int. C,15001 La Molina,Peru,+51 1 2736069,Cintas textiles y lazos/Cintas y lazos/
EL TELAR DE SEDA E.I.R.L,Huanuco Nor.2069,15001 Lima,Peru,+51 1 3236636,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
LIBRERIA E IMPRENTA EL HORIZONTE S.A,Jr.Loreto Nor.1660,15001 Lima,Peru,+51 1 3311869,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORA DEL CENTRO S.R.L.,Cl. Vulcano Nro 339 Coo. 27 De Abril Ii Etapa Entre Las Cuad. 78 Av Constructores,15001 Lima,Peru,+51 1 4708461,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COATS CADENA SA,Av.Nicolas De Ayllon Nro 2925 Z.I. Zona Industrial,15001 Lima,Peru,+51 1 6126200,"Lana y otras fibras textiles de origen animal: (Productor) Lana de vicuñaMaquinaria y equipos para preparar el algodón/Maquinaria y equipos para la elaboración de la seda y schappe/Maquinaria y equipos para la preparación de la lana/Maquinaria y equipos para el cardado y peinado de la lana/Maquinaria y equipos para la elaboración del cáñamo, lino y otras fibras vegetales/Instalaciones para la producción y tratamiento de las fibras químicas/Máquinas y equipos de cardado y peinado textil/Hiladoras y retorcedoras textiles/Máquinas textiles bobinadoras y devanadoras de hilados/Piezas y accesorios para máquinas hiladoras, retorcedoras, devanadoras y bobinadoras textiles/Maquinaria y equipos para la preparación de hilados para tisaje/Maquinaria para tejer. Telares/Piezas y accesorios para maquinaria para tejer y telares/Telares, máquinas y accesorios para el tejido de punto/Maquinaria y equipos para la fabricación de alfombras y tapices/Maquinaria para la fabricación de cintería y pasamanos textiles/Maquinaria para la elaboración de bordados, encajes, redes y tules/Maquinaria y equipos para el fregado textil, lavado, chamuscado/gasificación y blanqueo/Maquinaria y equipos de teñido y descrudado de textiles/Maquinaria y equipos para calandrar textiles/Maquinaria y equipos para el estampado de textiles/Maquinaria y equipos textiles, para el acondicionamiento, enrollado, plegado y corte de tejidos/Maquinaria y equipos para la elaboración de telas no tejidas y fieltros/Máquinas de coser y sus accesorios/Maquinaria y equipos diversos para la confección/"
LIDER FASHION S.R.L,"Cl. 2 Nor. Cruce Av.Universitaria,Av.Carlos Izaguir",15001 Lima,Peru,+51 1 5217897,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KTEX PERU S.A.C,Mza. 2 Lote. 5 Z.I. Pq. Indust. Cono Sur Parcela 1 Prquindustrial Del Cono Sur Li,15001 Lima,Peru,+51 1 5221377,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
AMERICACRAFTS EXPORT & IMPORT S.A.C,Jr.Ignacio Cossio Nor.1769 Altura Cdra.12 Av Aviacion,15001 Lima,Peru,+51 1 3250562,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
REICOLITE PERUANA S.A.,"Prolong. Mariscal Nieto 376-382, Urb. Los Sauces",15001 Lima,Peru,+51 1 3260236,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
MAMI'S WORLD S.A.C,Jr.Caucho Nor.310 Cdra. 9 Av Zarumilla,15001 Lima,Peru,+51 1 4811039,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GRAFICA JHORBI S.A.C,Jr.Callao Nor.236 A 2 Cdras. De La Plaza De Armas,15001 Lima,Peru,+51 1 4266365,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL CHOTANO SOCIEDAD ANONIMA CERRADA - TEXTIL CHOTANO S.A.C,Mza. R4 Lote. 31 Sec. 4 Etapa 2,15001 Lima,Peru,+51 1 5390923,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
J&F SERVICES GRAPHICS S.A.C,Mza. I Lote. 2 Prog.Viv.Manzanares Alt Del Grifo Olimpo Lima,15001 Lima,Peru,+51 1 3312010,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NORMA MODA Y ESTUDIO S.A.C,Cl. Castro Virreyna Nor.177 Alt Cdra.10 De La Av. Brasil,15001 Lima,Peru,+51 1 6657671,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DISTRIBUIDORA NANCY NATALIA S.C.R.L,Av. Guilermo Dansey Nor.351,15001 Lima,Peru,+51 1 5920711,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CREACIONES NEW FACE S.A,Av. Larco Nor.539,15001 Lima,Peru,+51 1 3260102,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
DISTRIBUIDORA E IMPORTADORA ARIES & CAPRICORNIO S.A.C,Av. 28 De Julio Nor.2492 Piso 4 Cruce Con Jr.Huanuco,15001 Lima,Peru,+51 1 3231620,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPORACION CHAPPOS S.A.C,Cl. Tnte Jimenez Chavez Nor. Alt Faisanes Y Av Guardia Civil,15001 Lima,Peru,+51 1 2523882,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
INDUSTRIAS RAMOSA E.I.R.L,"Cl. Los Martillos Nor. Alt Hosp.Mun.L.Olivos,A 1 Cdra. T Amaru",15001 Lima,Peru,+51 1 4857077,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
COMERCIAL N.B.C. SOCIEDAD ANONIMA CERRADA - COMERCIAL N.B.C S.A.C,Jr.Giribaldi Nor.614 Alt. Cdra.6 De Parinacocha,15001 Lima,Peru,+51 1 3232014,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CREACIONES BABYPERCING S.A.C,Jr.Progreso Nor.1371 Espalda Del Terminal Pesquero De Villa,15001 Lima,Peru,+51 1 7853287,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ROK'Y INVERSIONES SPORT S.C.R.L,Jr.Leticia Nor.673 C.C Polvos Blancos,15001 Lima,Peru,+51 1 4280781,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INDUSTRIA RANEL E.I.R.L,Jr.Sebastian Barranca Nor.1412 Galeria La Torre De Sebatian Barranca,15001 Lima,Peru,+51 1 3255152,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
GUAN HAO INTERNACIONAL S.A.C,Av. Nicolas De Pierola Nor.1607,15001 Lima,Peru,+51 1 4728616,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
LEXA A & C S.R.L,Pj.68 Nor. Alt Bulevart Retablo-Coleg.Chasquis,15001 Lima,Peru,+51 1 5361437,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KHANTATI E.I.R.L.,Cl. Luis De Giribaldi Nro 834 Dpto. B 2Do Piso Esp.Cdra. 9 De Parinacochas,15001 Lima,Peru,+51 1 3232861,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
ADAIA S.A.C,Jr.Sebastian Barranca Nor.1646 Etre Aviacion Y Sebastian Barranca,15001 Lima,Peru,+51 1 3242061,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COLPA S.R.L,Santa Ana Nor. Antiguo Pard De Linea 22 De C Central,15001 Lima,Peru,+51 1 3260788,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERGRANS S.A.C,Jr.Hipolito Unanue Nor.1558 Piso 3 Cent Comerc. La Torre De Gamarra,15001 Lima,Peru,+51 1 3257181,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALEMANA IMPRESORES S.A,Av. Alm. Grau Nor.369 Ex. J. Maria Eguren,15001 Lima,Peru,+51 1 4771483,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SAGSA S.A.C,Jr.Tayacaja Nor.440 Alt.Iglesia De Monserrate,15001 Lima,Peru,+51 1 5644371,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
M&S ABASTECEDORA COMERCIAL E INDUSTRIAL S.A.C,Cl. Pomabamba Nor.351 A Lado De Hospital Loayza.,15001 Lima,Peru,+51 1 3305512,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PROMOTORES DE NEGOCIOS S C R LTDA,Cl. Martin Dulanto Nor.172,15001 Lima,Peru,+51 1 4454018,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DICOTEX E.I.R.L,Jr.Luis Giribaldi Nor.685,15001 Lima,Peru,+51 1 3237481,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
