nombre,direccion,codigo postal,pais,telefono,actividades,actividades-tokenized,Productor,Distribuidor,Servicios,tejidos algodón estampados,tejidos algodón vestidos,estampado tejidos,estampado tejidos fibras,gofrado calandrado,gofrado calandrado tejidos,tejidos cáñamoproductor tejidos,cordoncillos textiles prendas,hilos coser crochés,tejidos algodón trajes,tejidos industriales lavandería,estampado cuadro,estampado cuadro tejidos,cuerdas fibras naturalesproductor,encogimiento tejidos,fibras acrílicastejidos fibras,tejidos acrílicos usos,géneros velos fibras,cuerdas almas cables,cables metálicos transmisionesdistribuidor,cadenas acero inoxidable,tejidos cauchotados industrialesprendas,trajes objetos caucho,barras poliuretanosecciones plástico,géneros punto algodónproductor,hilados proceso algodón,etiquetas textiles prendas,encajes punto hechos,telas algodón enceradasfibras,fibras poliésterartículos plástico,fibras carbonoproductos grafito,tejidos,tejidos lana,tejidos lana alpaca,pasamanería fibras naturalesdistribuidor,hilos fibras acrílicasproductor,uniformes ropa trabajo,tejidos fibras químicas,fundas colchón plásticoproductor,lencería algodón hogarproductor,fundas textiles colchones,tejidos industriales,batas ropa,batas ropa trabajodistribuidor,delantales plástico personal,sombrerería militardistribuidor productor,tocados enfermeradistribuidor productor,gorros cocinero desechables,vestuario bordado miembros,ropa algodóndistribuidor,ropa algodóndistribuidor productor,ropa lanadistribuidor,ropa lanadistribuidor productor,ropa cashmeretejidos,ropa cashmeretejidos lana,juguetes,juguetes peluche,juguetes peluche promociones,hilos fibras químicas,calcetines mujeresproductor calcetines,tejidos lana alpacaprendas,sombreros tradicionalesartículos viaje,bolsos cuero artesanos,corte medida toda,costura industria confeccióntelas,telas tejidas estampadas,lavanderías prendas vestirservicio,limpieza sombrerosservicio servicios,limpieza prendas cueroservicio,lavado traposservicio servicios,renovación limpieza telas,lavado cambio toallasservicio,limpieza zurcido almacenamiento,reparación modificación prendas,bolsas sacos lavanderíalonas,fundas tela proteger,bolsas plástico lavandería,lana vicuñamaquinaria equipos
impresiones graficas offset sr. ltda.,pj.san roberto nor.147 alt.pte.canada,15001 Lima,Peru,+51 26531118,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
texao sociedad comercial de responsabilidad limitada,cl. tambo de oro nro 130 int. 401 piso 4 1 cdra. antes parade. los alamos,15001 Lima,Peru,+51 1 4606838,hilos y torcidos de fibras químicashilos y torcidos de sedahilos y torcidos de lana y pelohilos y torcidos de algodónhilos y torcidos de fibras de linotejidos de fibras químicastejidos de lino,"['hilos', 'torcidos', 'fibras', 'químicashilos', 'torcidos', 'sedahilos', 'torcidos', 'lana', 'pelohilos', 'torcidos', 'algodónhilos', 'torcidos', 'fibras', 'linotejidos', 'fibras', 'químicastejidos', 'lino']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moda & color s.a.c.,"jr.jose toribio polo 338, urb. santa cruz",15001 Lima,Peru,+51 1 4401108,telas nes para uso industrial productor tejidos industriales para lavandería y tintorería,"['telas', 'nes', 'uso', 'industrial', 'productor', 'tejidos', 'industriales', 'lavandería', 'tintorería']",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
alvi-tex s.a.c,cl. escobedo garro nor.811 altura de la municipalidad de san luis,15001 Lima,Peru,+51 1 3239643,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el telar de seda e.i.r.l,huanuco nor.2069,15001 Lima,Peru,+51 1 3236636,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm peru bienes & servicios s.a.c,jr.jorge chavez nor.340 alt de cdra. 9 de av venezuela,15001 Lima,Peru,+51 1 4248542,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distribuidora cova & star s.r.l,jr.ayacucho nor.1032 alt. cdra. 9 av abancay,15001 Lima,Peru,+51 1 4266284,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
producciones unicar sociedad comercial de responsabilidad limitada,av.francisco pizarro nro 512 int. a a 2 cuad. prolong.tacna,15001 Rimac,Peru,+51 1 4818961,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linea digital pre prensa e.i.r.l,jr.ica nor.568 alt cruce con av tacna,15001 Lima,Peru,+51 1 3663969,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almacenes la b52 e.i.r.l,av. grau nor.423 entre abancay y ayacucho,15001 Lima,Peru,+51 1 4285764,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dugraph impresos e.i.r.l,cl. general varela nor.1821,15001 Lima,Peru,+51 1 3305347,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anfa export s.a.c,jr.san cristobal nor.1578,15001 Lima,Peru,+51 1 4741094,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marytex s.a.c,cl. utrillo nor.241 alt cdra. 12 y 13 de av san borja norte,15001 Lima,Peru,+51 93505167,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imp & exp fred s.a.c,jr.giribaldi nor.598 galeria markata tienda 111 y 112,15001 Lima,Peru,+51 1 3242585,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
editora-grafica salvatierra s.r.l.,av.alfonso ugarte nro 1310 int. 201 lima,15001 Lima,Peru,+51 996114438,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interjeans s.a,jr.las estrellas nor.2549 piso 2b alt. paradero 20 de proceres,15001 Lima,Peru,+51 1 722326,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tankplas srltda,av.tambo rio mza. sub lote. 34n fnd. chacra cerro,15001 Lima,Peru,+51 1 5372821,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imagine print s.a.c,cl. 1 nor. cruce tomas valle con av. universitaria,15001 Lima,Peru,+51 1 5687077,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricapa impresores s.a.c,"av. bolivia nor.148 frente centro civico,cc centro lima",15001 Lima,Peru,+51 1 3391611,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textiles lotte s.a.c,jr.lucanas 2do piso nor.1267,15001 Lima,Peru,+51 1 4730088,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corporacion dalhi sociedad anonima cerrada-corporacion dalhi s.a.c,av. 25 de enero nor.284 ov.infantas derecha-comisar.sta.luzmila,15001 Lima,Peru,+51 1 5364686,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
o & e company sociedad comercial de responsabilidad limitada - o & e company srl,jr.alvarez thomas nro 1377,15001 Lima,Peru,+51 1 3671120,hilos y torcidos de fibras químicashilos y torcidos de sedahilos y torcidos de lana y pelohilos y torcidos de algodónhilos y torcidos de fibras de linotejidos de fibras químicastejidos de lino,"['hilos', 'torcidos', 'fibras', 'químicashilos', 'torcidos', 'sedahilos', 'torcidos', 'lana', 'pelohilos', 'torcidos', 'algodónhilos', 'torcidos', 'fibras', 'linotejidos', 'fibras', 'químicastejidos', 'lino']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empresa lima s.a,cl. manuel rocavero nro 110 urb. las brisas avep alt.cdra.5 bertello y 12 manuel casos lima,15001 Lima,Peru,+51 1 3376971,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the curl s.a.c.,cl. los negocios 115,15001 Lima,Peru,+51 1 7029880,telas nes para uso industrial productor tejidos industriales para lavandería y tintorería,"['telas', 'nes', 'uso', 'industrial', 'productor', 'tejidos', 'industriales', 'lavandería', 'tintorería']",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
industria novo hamburgo s.a.,av.industrial nro 262,15001 Lima,Peru,+51 1 4662054,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bordados y aplicaciones s a,av.general garzon nro 939 dpto. 100 alt. cdra. 9 de av.brasil,15001 Lima,Peru,+51 1 4230796,hilos y torcidos de fibras químicashilos y torcidos de sedahilos y torcidos de lana y pelohilos y torcidos de algodónhilos y torcidos de fibras de linotejidos de fibras químicastejidos de lino,"['hilos', 'torcidos', 'fibras', 'químicashilos', 'torcidos', 'sedahilos', 'torcidos', 'lana', 'pelohilos', 'torcidos', 'algodónhilos', 'torcidos', 'fibras', 'linotejidos', 'fibras', 'químicastejidos', 'lino']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contipaper s.a.c,jr.general varela nor.433 espalda metro de venezuela,15001 Lima,Peru,+51 1 3330333,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confecciones quengar s.a.c.,jr.ayacucho nro 130 int. 210,15001 Lima,Peru,+51 1 4265514,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bengraphic s.a.c,av. bolivia nor.148 2do nivel/centro comercial centro lima,15001 Lima,Peru,+51 1 3331742,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karlan s.a.c.,cl. sinchi roca nro 161 urb. tahuantisuyo lima,15001 Lima,Peru,+51 1 2249552,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
industrias taznic s.r.l,av. del aire nor.1360,15001 Lima,Peru,+51 1 2705169,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
lavorazione artigiana s.a.c,jr.los castillos nor.500 alt cdra. 12 av jorge chavez,15001 Lima,Peru,+51 1 2472272,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
capri corporation s.a.c,av. faustino sanchez carrion nor.230 alt. cdra.18 av.javier prado oeste,15001 Lima,Peru,+51 1 4229666,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el mundo de los edredones s.r.l,jr.prolongacion gamarra nor.657 galeria sol de fatima,15001 Lima,Peru,+51 1 3248735,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comercial vania s.r.l,cl. manuel gonzales olaechea nor.225,15001 Lima,Peru,+51 1 4720946,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imprenta colores 2000 s.r.l,av. los proceres de la indepe nor.516 costado iglesia santo domingo,15001 Lima,Peru,+51 1 4582715,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
creaciones y servicios multiples s.a.c,av. caqueta nor.467,15001 Lima,Peru,+51 1 4374522,tejidos de linotejidos de lino según usotejidos de cáñamo y yute productor tejidos de cáñamoproductor tejidos de yutetejidos de fibras vegetales no especificados en otra parte productor tejidos de ramio,"['tejidos', 'linotejidos', 'lino', 'usotejidos', 'cáñamo', 'yute', 'productor', 'tejidos', 'cáñamoproductor', 'tejidos', 'yutetejidos', 'fibras', 'vegetales', 'especificados', 'parte', 'productor', 'tejidos', 'ramio']",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m b & s creaciones sac,cl. collasuyo nro 186,15001 Lima,Peru,+51 1 3267412,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grafica impacto s.a.c,jr.callao nor.465 quinta 4k-alt. cdra. 2 av. tacna,15001 Lima,Peru,+51 1 4261487,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
